w,all_sample,one_sample1,one_sample2,50_sample,100_sampe
4.508,428.777711492,480.080706157,310.459366032,562.036694051,388.297076124
4.51,428.70704388,480.248836313,310.637350967,561.89157736,388.269372215
4.512,428.636670814,480.41736965,310.815713422,561.746773561,388.241921436
4.514,428.566592295,480.586306168,310.994453397,561.602282653,388.214723785
4.516,428.496808322,480.755645867,311.17357089,561.458104636,388.187779263
4.518,428.427318896,480.925388747,311.353065903,561.31423951,388.16108787
4.52,428.358124016,481.095534807,311.532938435,561.170687275,388.134649606
4.522,428.289223683,481.266084049,311.713188486,561.027447931,388.108464471
4.524,428.220617896,481.437036471,311.893816057,560.884521478,388.082532464
4.526,428.152306655,481.608392075,312.074821147,560.741907917,388.056853587
4.528,428.084289961,481.780150859,312.256203756,560.599607246,388.031427838
4.53,428.016567814,481.952312824,312.437963885,560.457619467,388.006255218
4.532,427.949140213,482.12487797,312.620101532,560.315944579,387.981335727
4.534,427.882007158,482.297846296,312.8026167,560.174582582,387.956669364
4.536,427.81516865,482.471217804,312.985509386,560.033533476,387.932256131
4.538,427.748624688,482.644992492,313.168779592,559.892797261,387.908096026
4.54,427.682375273,482.819170362,313.352427317,559.752373937,387.88418905
4.542,427.616420405,482.993751412,313.536452561,559.612263504,387.860535203
4.544,427.550760082,483.168735643,313.720855324,559.472465963,387.837134485
4.546,427.485394307,483.344123055,313.905635607,559.332981312,387.813986896
4.548,427.420323077,483.519913648,314.090793409,559.193809553,387.791092435
4.55,427.355546395,483.696107422,314.276328731,559.054950685,387.768451103
4.552,427.291064258,483.872704376,314.462241572,558.916404708,387.746062901
4.554,427.226876668,484.049704512,314.648531932,558.778171622,387.723927827
4.556,427.162983625,484.227107828,314.835199811,558.640251427,387.702045881
4.558,427.099385128,484.404914326,315.02224521,558.502644123,387.680417065
4.56,427.036081178,484.583124004,315.209668127,558.36534971,387.659041377
4.562,426.973071774,484.761736863,315.397468565,558.228368189,387.637918819
4.564,426.910356916,484.940752902,315.585646521,558.091699558,387.617049389
4.566,426.847936605,485.120172123,315.774201997,557.955343819,387.596433088
4.568,426.785810841,485.299994525,315.963134992,557.819300971,387.576069916
4.57,426.723979622,485.480220107,316.152445506,557.683571014,387.555959872
4.572,426.662442951,485.660848871,316.34213354,557.548153948,387.536102958
4.574,426.601200826,485.841880815,316.532199093,557.413049773,387.516499172
4.576,426.540253247,486.02331594,316.722642165,557.278258489,387.497148515
4.578,426.479600215,486.205154246,316.913462756,557.143780097,387.478050987
4.58,426.419241729,486.387395733,317.104660867,557.009614595,387.459206588
4.582,426.35917779,486.570040401,317.296236497,556.875761985,387.440615317
4.584,426.299408397,486.753088249,317.488189647,556.742222265,387.422277176
4.586,426.239933551,486.936539279,317.680520315,556.608995437,387.404192163
4.588,426.180753251,487.120393489,317.873228503,556.4760815,387.386360279
4.59,426.121867497,487.30465088,318.06631421,556.343480454,387.368781524
4.592,426.063276291,487.489311452,318.259777437,556.211192299,387.351455898
4.594,426.00497963,487.674375205,318.453618183,556.079217036,387.3343834
4.596,425.946977516,487.859842139,318.647836448,555.947554663,387.317564032
4.598,425.889269949,488.045712254,318.842432232,555.816205181,387.300997792
4.6,425.831856928,488.231985549,319.037405536,555.685168591,387.284684681
4.602,425.774738453,488.418662026,319.232756359,555.554444892,387.268624699
4.604,425.717914525,488.605741683,319.428484701,555.424034083,387.252817846
4.606,425.661385143,488.793224522,319.624590563,555.293936166,387.237264121
4.608,425.605150308,488.981110541,319.821073944,555.16415114,387.221963526
4.61,425.54921002,489.169399741,320.017934844,555.034679006,387.206916059
4.612,425.493564277,489.358092121,320.215173263,554.905519762,387.192121721
4.614,425.438213082,489.547187683,320.412789202,554.776673409,387.177580512
4.616,425.383156433,489.736686426,320.61078266,554.648139948,387.163292432
4.618,425.32839433,489.926588349,320.809153637,554.519919377,387.14925748
4.62,425.273926773,490.116893454,321.007902134,554.392011698,387.135475658
4.622,425.219753764,490.307601739,321.20702815,554.26441691,387.121946964
4.624,425.1658753,490.498713205,321.406531685,554.137135013,387.108671399
4.626,425.112291383,490.690227852,321.606412739,554.010166007,387.095648963
4.628,425.059002013,490.88214568,321.806671313,553.883509892,387.082879656
4.63,425.006007189,491.074466688,322.007307406,553.757166668,387.070363477
4.632,424.953306912,491.267190878,322.208321018,553.631136336,387.058100428
4.634,424.900901181,491.460318248,322.40971215,553.505418894,387.046090507
4.636,424.848789996,491.6538488,322.611480801,553.380014344,387.034333715
4.638,424.796973358,491.847782532,322.813626971,553.254922684,387.022830052
4.64,424.745451266,492.042119445,323.016150661,553.130143916,387.011579518
4.642,424.694223721,492.236859539,323.219051869,553.005678039,387.000582112
4.644,424.643290723,492.432002814,323.422330598,552.881525053,386.989837835
4.646,424.592652271,492.627549269,323.625986845,552.757684958,386.979346688
4.648,424.542308365,492.823498906,323.830020612,552.634157755,386.969108669
4.65,424.492259006,493.019851723,324.034431897,552.510943442,386.959123779
4.652,424.442504193,493.216607722,324.239220703,552.388042021,386.949392017
4.654,424.393043927,493.413766901,324.444387027,552.26545349,386.939913385
4.656,424.343878207,493.611329261,324.649930871,552.143177851,386.930687881
4.658,424.295007033,493.809294802,324.855852234,552.021215103,386.921715506
4.66,424.246430407,494.007663524,325.062151117,551.899565246,386.91299626
4.662,424.198148326,494.206435426,325.268827518,551.77822828,386.904530143
4.664,424.150160792,494.40561051,325.475881439,551.657204205,386.896317155
4.666,424.102467805,494.605188775,325.683312879,551.536493021,386.888357296
4.668,424.055069364,494.80517022,325.891121839,551.416094729,386.880650565
4.67,424.007965469,495.005554846,326.099308318,551.296009327,386.873196963
4.672,423.961156121,495.206342653,326.307872316,551.176236817,386.86599649
4.674,423.91464132,495.407533641,326.516813833,551.056777198,386.859049146
4.676,423.868421065,495.60912781,326.72613287,550.937630469,386.852354931
4.678,423.822495356,495.81112516,326.935829426,550.818796632,386.845913844
4.68,423.776864194,496.01352569,327.145903501,550.700275686,386.839725886
4.682,423.731527578,496.216329402,327.356355096,550.582067632,386.833791058
4.684,423.686485509,496.419536294,327.56718421,550.464172468,386.828109358
4.686,423.641737986,496.623146367,327.778390843,550.346590195,386.822680786
4.688,423.59728501,496.827159621,327.989974996,550.229320814,386.817505344
4.69,423.55312658,497.031576056,328.201936667,550.112364324,386.812583031
4.692,423.509262697,497.236395672,328.414275858,549.995720724,386.807913846
4.694,423.46569336,497.441618468,328.626992569,549.879390016,386.80349779
4.696,423.42241857,497.647244446,328.840086798,549.763372199,386.799334863
4.698,423.379438326,497.853273604,329.053558547,549.647667273,386.795425065
4.7,423.336752628,498.059705944,329.267407815,549.532275238,386.791768396
4.702,423.294361477,498.266541464,329.481634603,549.417196095,386.788364855
4.704,423.252264873,498.473780165,329.69623891,549.302429842,386.785214443
4.706,423.210462815,498.681422047,329.911220736,549.187976481,386.782317161
4.708,423.168955303,498.88946711,330.126580081,549.07383601,386.779673007
4.71,423.127742338,499.097915353,330.342316946,548.960008431,386.777281981
4.712,423.08682392,499.306766778,330.55843133,548.846493743,386.775144085
4.714,423.046200047,499.516021383,330.774923233,548.733291946,386.773259318
4.716,423.005870722,499.72567917,330.991792656,548.62040304,386.771627679
4.718,422.965835943,499.935740137,331.209039597,548.507827025,386.770249169
4.72,422.92609571,500.146204285,331.426664058,548.395563901,386.769123788
4.722,422.886650024,500.357071614,331.644666039,548.283613669,386.768251536
4.724,422.847498884,500.568342124,331.863045539,548.171976327,386.767632412
4.726,422.808642291,500.780015814,332.081802558,548.060651877,386.767266418
4.728,422.770080244,500.992092686,332.300937096,547.949640318,386.767153552
4.73,422.731812743,501.204572738,332.520449153,547.83894165,386.767293815
4.732,422.69383979,501.417455971,332.74033873,547.728555873,386.767687207
4.734,422.656161382,501.630742386,332.960605826,547.618482987,386.768333728
4.736,422.618777521,501.844431981,333.181250442,547.508722992,386.769233378
4.738,422.581688207,502.058524757,333.402272576,547.399275888,386.770386156
4.74,422.544893439,502.273020713,333.62367223,547.290141676,386.771792063
4.742,422.508393217,502.487919851,333.845449404,547.181320354,386.773451099
4.744,422.472187542,502.70322217,334.067604096,547.072811924,386.775363264
4.746,422.436276414,502.918927669,334.290136308,546.964616385,386.777528558
4.748,422.400659831,503.135036349,334.513046039,546.856733737,386.779946981
4.75,422.365337796,503.35154821,334.73633329,546.74916398,386.782618532
4.752,422.330310307,503.568463252,334.95999806,546.641907114,386.785543213
4.754,422.295577364,503.785781475,335.184040349,546.534963139,386.788721022
4.756,422.261138968,504.003502879,335.408460157,546.428332055,386.79215196
4.758,422.226995118,504.221627464,335.633257485,546.322013863,386.795836026
4.76,422.193145815,504.440155229,335.858432332,546.216008561,386.799773222
4.762,422.159591058,504.659086176,336.083984698,546.110316151,386.803963546
4.764,422.126330847,504.878420303,336.309914583,546.004936632,386.808407
4.766,422.093365184,505.098157611,336.536221988,545.899870004,386.813103582
4.768,422.060694066,505.3182981,336.762906912,545.795116267,386.818053293
4.77,422.028317495,505.53884177,336.989969355,545.690675421,386.823256132
4.772,421.996235471,505.759788621,337.217409318,545.586547466,386.828712101
4.774,421.964447993,505.981138652,337.4452268,545.482732402,386.834421198
4.776,421.932955061,506.202891865,337.673421801,545.37923023,386.840383425
4.778,421.901756676,506.425048258,337.901994322,545.276040948,386.84659878
4.78,421.870852838,506.647607833,338.130944362,545.173164558,386.853067264
4.782,421.840243546,506.870570588,338.360271921,545.070601059,386.859788876
4.784,421.8099288,507.093936524,338.589976999,544.968350451,386.866763618
4.786,421.779908601,507.317705641,338.820059597,544.866412734,386.873991488
4.788,421.750182948,507.541877938,339.050519714,544.764787908,386.881472488
4.79,421.720751842,507.766453417,339.28135735,544.663475973,386.889206616
4.792,421.691615282,507.991432077,339.512572506,544.562476929,386.897193873
4.794,421.662773269,508.216813917,339.74416518,544.461790777,386.905434258
4.796,421.634225802,508.442598938,339.976135375,544.361417515,386.913927773
4.798,421.605972882,508.66878714,340.208483088,544.261357145,386.922674416
4.8,421.578014508,508.895378523,340.441208321,544.161609666,386.931674189
4.802,421.550350681,509.122373087,340.674311073,544.062175078,386.94092709
4.804,421.5229814,509.349770832,340.907791344,543.963053381,386.950433119
4.806,421.495906665,509.577571758,341.141649135,543.864244575,386.960192278
4.808,421.469126477,509.805775864,341.375884445,543.76574866,386.970204566
4.81,421.442640836,510.034383152,341.610497274,543.667565636,386.980469982
4.812,421.416449741,510.26339362,341.845487622,543.569695504,386.990988527
4.814,421.390553192,510.492807269,342.08085549,543.472138262,387.001760201
4.816,421.36495119,510.722624099,342.316600877,543.374893912,387.012785004
4.818,421.339643735,510.95284411,342.552723783,543.277962453,387.024062936
4.82,421.314630825,511.183467302,342.789224209,543.181343885,387.035593996
4.822,421.289912463,511.414493674,343.026102154,543.085038208,387.047378186
4.824,421.265488647,511.645923228,343.263357618,542.989045422,387.059415504
4.826,421.241359377,511.877755962,343.500990601,542.893365527,387.071705951
4.828,421.217524654,512.109991877,343.739001104,542.797998524,387.084249527
4.83,421.193984477,512.342630973,343.977389126,542.702944411,387.097046232
4.832,421.170738847,512.57567325,344.216154668,542.60820319,387.110096065
4.834,421.147787763,512.809118708,344.455297728,542.513774859,387.123399028
4.836,421.125131225,513.042967347,344.694818308,542.41965942,387.136955119
4.838,421.102769234,513.277219167,344.934716408,542.325856872,387.150764339
4.84,421.08070179,513.511874167,345.174992026,542.232367215,387.164826688
4.842,421.058928892,513.746932348,345.415645164,542.139190449,387.179142165
4.844,421.037450541,513.982393711,345.656675821,542.046326575,387.193710772
4.846,421.016266736,514.218258254,345.898083997,541.953775591,387.208532507
4.848,420.995377477,514.454525978,346.139869693,541.861537498,387.223607371
4.85,420.974782765,514.691196883,346.382032908,541.769612297,387.238935364
4.852,420.954482599,514.928270968,346.624573642,541.677999987,387.254516486
4.854,420.93447698,515.165748235,346.867491896,541.586700568,387.270350737
4.856,420.914765908,515.403628682,347.110787669,541.49571404,387.286438116
4.858,420.895349381,515.641912311,347.354460961,541.405040403,387.302778625
4.86,420.876227402,515.88059912,347.598511772,541.314679657,387.319372262
4.862,420.857399969,516.11968911,347.842940103,541.224631802,387.336219028
4.864,420.838867082,516.359182281,348.087745953,541.134896838,387.353318923
4.866,420.820628742,516.599078633,348.332929322,541.045474766,387.370671946
4.868,420.802684948,516.839378166,348.578490211,540.956365584,387.388278099
4.87,420.7850357,517.080080879,348.824428619,540.867569294,387.40613738
4.872,420.767680999,517.321186774,349.070744546,540.779085895,387.42424979
4.874,420.750620845,517.562695849,349.317437992,540.690915387,387.442615329
4.876,420.733855237,517.804608105,349.564508958,540.60305777,387.461233997
4.878,420.717384176,518.046923543,349.811957443,540.515513044,387.480105794
4.88,420.701207661,518.28964216,350.059783448,540.428281209,387.499230719
4.882,420.685325692,518.532763959,350.307986971,540.341362266,387.518608774
4.884,420.66973827,518.776288939,350.556568014,540.254756213,387.538239957
4.886,420.654445395,519.0202171,350.805526576,540.168463052,387.558124269
4.888,420.639447065,519.264548441,351.054862658,540.082482782,387.57826171
4.89,420.624743283,519.509282963,351.304576259,539.996815402,387.598652279
4.892,420.610334047,519.754420667,351.554667379,539.911460914,387.619295978
4.894,420.596219357,519.999961551,351.805136018,539.826419317,387.640192805
4.896,420.582399214,520.245905616,352.055982177,539.741690612,387.661342761
4.898,420.568873617,520.492252862,352.307205855,539.657274797,387.682745846
4.9,420.555642567,520.739003288,352.558807052,539.573171873,387.70440206
4.902,420.542706063,520.986156896,352.810785768,539.489381841,387.726311402
4.904,420.530064106,521.233713684,353.063142004,539.405904699,387.748473874
4.906,420.517716695,521.481673654,353.315875759,539.322740449,387.770889474
4.908,420.50566383,521.730036804,353.568987034,539.23988909,387.793558203
4.91,420.493905513,521.978803135,353.822475827,539.157350622,387.816480061
4.912,420.482441741,522.227972647,354.07634214,539.075125045,387.839655048
4.914,420.471272516,522.47754534,354.330585973,538.993212359,387.863083164
4.916,420.460397838,522.727521213,354.585207324,538.911612565,387.886764408
4.918,420.449817706,522.977900268,354.840206195,538.830325661,387.910698781
4.92,420.43953212,523.228682504,355.095582585,538.749351648,387.934886284
4.922,420.429541081,523.47986792,355.351336495,538.668690527,387.959326914
4.924,420.419844588,523.731456517,355.607467923,538.588342297,387.984020674
4.926,420.410442642,523.983448295,355.863976871,538.508306958,388.008967563
4.928,420.401335243,524.235843254,356.120863339,538.42858451,388.03416758
4.93,420.392522389,524.488641394,356.378127325,538.349174953,388.059620727
4.932,420.384004083,524.741842715,356.635768831,538.270078287,388.085327002
4.934,420.375780322,524.995447216,356.893787856,538.191294512,388.111286406
4.936,420.367851109,525.249454899,357.152184401,538.112823629,388.137498938
4.938,420.360216441,525.503865762,357.410958464,538.034665636,388.1639646
4.94,420.35287632,525.758679806,357.670110047,537.956820535,388.19068339
4.942,420.345830746,526.013897031,357.92963915,537.879288325,388.21765531
4.944,420.339079718,526.269517437,358.189545771,537.802069005,388.244880358
4.946,420.332623237,526.525541024,358.449829912,537.725162577,388.272358535
4.948,420.326461302,526.781967792,358.710491573,537.64856904,388.30008984
4.95,420.320593913,527.03879774,358.971530752,537.572288395,388.328074275
4.952,420.315021071,527.29603087,359.232947451,537.49632064,388.356311838
4.954,420.309742776,527.55366718,359.494741669,537.420665776,388.384802531
4.956,420.304759027,527.811706671,359.756913406,537.345323804,388.413546352
4.958,420.300069824,528.070149343,360.019462663,537.270294723,388.442543302
4.96,420.295675168,528.328995196,360.282389439,537.195578532,388.47179338
4.962,420.291575058,528.58824423,360.545693734,537.121175233,388.501296588
4.964,420.287769495,528.847896445,360.809375549,537.047084825,388.531052924
4.966,420.284258479,529.10795184,361.073434882,536.973307308,388.56106239
4.968,420.281042008,529.368410417,361.337871736,536.899842682,388.591324984
4.97,420.278120085,529.629272174,361.602686108,536.826690948,388.621840707
4.972,420.275492707,529.890537112,361.867878,536.753852104,388.652609558
4.974,420.273159876,530.152205231,362.133447411,536.681326152,388.683631539
4.976,420.271121592,530.414276531,362.399394341,536.60911309,388.714906648
4.978,420.269377854,530.676751012,362.66571879,536.53721292,388.746434886
4.98,420.267928663,530.939628674,362.932420759,536.465625641,388.778216253
4.982,420.266774018,531.202909516,363.199500247,536.394351253,388.810250749
4.984,420.265913919,531.46659354,363.466957255,536.323389756,388.842538374
4.986,420.265348367,531.730680744,363.734791782,536.25274115,388.875079128
4.988,420.265077362,531.995171129,364.003003828,536.182405436,388.90787301
4.99,420.265100903,532.260064695,364.271593393,536.112382612,388.940920021
4.992,420.26541899,532.525361442,364.540560477,536.04267268,388.974220161
4.994,420.266031624,532.79106137,364.809905081,535.973275638,389.00777343
4.996,420.266938805,533.057164479,365.079627204,535.904191488,389.041579828
4.998,420.268140531,533.323670768,365.349726847,535.835420229,389.075639354
5.0,420.269636805,533.590580239,365.620204009,535.766961861,389.10995201
5.002,420.271427624,533.85789289,365.89105869,535.698816384,389.144517794
5.004,420.273512991,534.125608722,366.16229089,535.630983798,389.179336707
5.006,420.275892903,534.393727735,366.43390061,535.563464104,389.214408749
5.008,420.278567363,534.662249929,366.705887849,535.4962573,389.249733919
5.01,420.281536368,534.931175304,366.978252607,535.429363388,389.285312219
5.012,420.28479992,535.200503859,367.250994884,535.362782366,389.321143647
5.014,420.288358019,535.470235596,367.524114681,535.296514236,389.357228205
5.016,420.292210664,535.740370513,367.797611997,535.230558997,389.393565891
5.018,420.296357856,536.010908612,368.071486832,535.164916649,389.430156705
5.02,420.300799594,536.281849891,368.345739187,535.099587192,389.467000649
5.022,420.305535878,536.553194351,368.620369061,535.034570626,389.504097722
5.024,420.310566709,536.824941992,368.895376454,534.969866952,389.541447923
5.026,420.315892087,537.097092814,369.170761367,534.905476168,389.579051253
5.028,420.321512011,537.369646816,369.446523799,534.841398276,389.616907712
5.03,420.327426481,537.642604,369.72266375,534.777633274,389.6550173
5.032,420.333635498,537.915964364,369.99918122,534.714181164,389.693380017
5.034,420.340139061,538.189727909,370.27607621,534.651041945,389.731995862
5.036,420.346937171,538.463894636,370.553348719,534.588215617,389.770864836
5.038,420.354029827,538.738464543,370.830998747,534.52570218,389.80998694
5.04,420.36141703,539.013437631,371.109026295,534.463501634,389.849362172
5.042,420.369098779,539.288813899,371.387431361,534.40161398,389.888990532
5.044,420.377075075,539.564593349,371.666213948,534.340039216,389.928872022
5.046,420.385345917,539.840775979,371.945374053,534.278777344,389.969006641
5.048,420.393911306,540.117361791,372.224911678,534.217828362,390.009394388
5.05,420.402771241,540.394350783,372.504826822,534.157192272,390.050035264
5.052,420.411925722,540.671742956,372.785119485,534.096869073,390.090929269
5.054,420.42137475,540.94953831,373.065789668,534.036858765,390.132076403
5.056,420.431118325,541.227736845,373.34683737,533.977161348,390.173476665
5.058,420.441156446,541.506338561,373.628262591,533.917776823,390.215130057
5.06,420.451489113,541.785343458,373.910065331,533.858705188,390.257036577
5.062,420.462116327,542.064751535,374.192245591,533.799946444,390.299196226
5.064,420.473038088,542.344562794,374.47480337,533.741500592,390.341609004
5.066,420.484254395,542.624777233,374.757738668,533.683367631,390.384274911
5.068,420.495765248,542.905394853,375.041051486,533.62554756,390.427193947
5.07,420.507570648,543.186415654,375.324741823,533.568040381,390.470366111
5.072,420.519670594,543.467839636,375.608809679,533.510846093,390.513791405
5.074,420.532065087,543.749666799,375.893255055,533.453964697,390.557469827
5.076,420.544754126,544.031897142,376.178077949,533.397396191,390.601401378
5.078,420.557737712,544.314530667,376.463278363,533.341140576,390.645586057
5.08,420.571015844,544.597567372,376.748856297,533.285197853,390.690023866
5.082,420.584588523,544.881007258,377.034811749,533.22956802,390.734714804
5.084,420.598455748,545.164850326,377.321144721,533.174251079,390.77965887
5.086,420.612617519,545.449096574,377.607855213,533.119247029,390.824856065
5.088,420.627073837,545.733746002,377.894943223,533.06455587,390.870306389
5.09,420.641824702,546.018798612,378.182408753,533.010177602,390.916009842
5.092,420.656870113,546.304254403,378.470251802,532.956112225,390.961966423
5.094,420.67221007,546.590113374,378.75847237,532.902359739,391.008176134
5.096,420.687844574,546.876375527,379.047070458,532.848920145,391.054638973
5.098,420.703773625,547.16304086,379.336046065,532.795793441,391.101354941
5.1,420.719997222,547.450109374,379.625399191,532.742979629,391.148324038
5.102,420.736515365,547.737581069,379.915129837,532.690478707,391.195546264
5.104,420.753328055,548.025455945,380.205238002,532.638290677,391.243021618
5.106,420.770435291,548.313734002,380.495723686,532.586415538,391.290750102
5.108,420.787837074,548.602415239,380.786586889,532.53485329,391.338731714
5.11,420.805533403,548.891499658,381.077827612,532.483603933,391.386966455
5.112,420.823524279,549.180987257,381.369445854,532.432667468,391.435454325
5.114,420.841809701,549.470878037,381.661441615,532.382043893,391.484195324
5.116,420.86038967,549.761171999,381.953814896,532.331733209,391.533189451
5.118,420.879264185,550.051869141,382.246565696,532.281735417,391.582436708
5.12,420.898433247,550.342969463,382.539694015,532.232050516,391.631937093
5.122,420.917896855,550.634472967,382.833199853,532.182678506,391.681690607
5.124,420.937655009,550.926379652,383.127083211,532.133619387,391.73169725
5.126,420.95770771,551.218689517,383.421344088,532.084873159,391.781957022
5.128,420.978054958,551.511402564,383.715982485,532.036439822,391.832469922
5.13,420.998696752,551.804518791,384.0109984,531.988319376,391.883235952
5.132,421.019633092,552.098038199,384.306391835,531.940511821,391.93425511
5.134,421.040863979,552.391960788,384.602162789,531.893017158,391.985527397
5.136,421.062389412,552.686286558,384.898311263,531.845835386,392.037052813
5.138,421.084209392,552.981015509,385.194837256,531.798966504,392.088831358
5.14,421.106323919,553.27614764,385.491740768,531.752410514,392.140863031
5.142,421.128732991,553.571682953,385.789021799,531.706167415,392.193147834
5.144,421.151436611,553.867621446,386.08668035,531.660237207,392.245685765
5.146,421.174434776,554.16396312,386.38471642,531.61461989,392.298476825
5.148,421.197727489,554.460707975,386.683130009,531.569315465,392.351521014
5.15,421.221314747,554.757856011,386.981921117,531.52432393,392.404818332
5.152,421.245196552,555.055407228,387.281089745,531.479645287,392.458368778
5.154,421.269372904,555.353361626,387.580635892,531.435279534,392.512172354
5.156,421.293843802,555.651719205,387.880559559,531.391226673,392.566229058
5.158,421.318609247,555.950479964,388.180860744,531.347486703,392.620538891
5.16,421.343669238,556.249643904,388.481539449,531.304059624,392.675101853
5.162,421.369023775,556.549211026,388.782595674,531.260945436,392.729917943
5.164,421.394672859,556.849181328,389.084029417,531.218144139,392.784987163
5.166,421.42061649,557.149554811,389.38584068,531.175655733,392.840309511
5.168,421.446854667,557.450331475,389.688029462,531.133480219,392.895884988
5.17,421.47338739,557.751511319,389.990595764,531.091617595,392.951713595
5.172,421.50021466,558.053094345,390.293539584,531.050067863,393.007795329
5.174,421.527336476,558.355080551,390.596860924,531.008831022,393.064130193
5.176,421.554752839,558.657469939,390.900559784,530.967907071,393.120718186
5.178,421.582463748,558.960262507,391.204636162,530.927296012,393.177559307
5.18,421.610469204,559.263458256,391.50909006,530.886997844,393.234653557
5.182,421.638769206,559.567057186,391.813921477,530.847012568,393.292000936
5.184,421.667363755,559.871059297,392.119130414,530.807340182,393.349601444
5.186,421.69625285,560.175464589,392.424716869,530.767980687,393.407455081
5.188,421.725436492,560.480273061,392.730680844,530.728934084,393.465561846
5.19,421.75491468,560.785484715,393.037022339,530.690200372,393.523921741
5.192,421.784687415,561.091099549,393.343741352,530.65177955,393.582534764
5.194,421.814754696,561.397117564,393.650837885,530.61367162,393.641400916
5.196,421.845116523,561.70353876,393.958311938,530.575876581,393.700520197
5.198,421.875772897,562.010363137,394.266163509,530.538394433,393.759892606
5.2,421.906723818,562.317590695,394.5743926,530.501225176,393.819518145
5.202,421.937969285,562.625221434,394.88299921,530.464368811,393.879396812
5.204,421.969509298,562.933255353,395.191983339,530.427825336,393.939528608
5.206,422.001343858,563.241692454,395.501344988,530.391594753,393.999913533
5.208,422.033472964,563.550532735,395.811084156,530.35567706,394.060551587
5.21,422.065896617,563.859776197,396.121200843,530.320072259,394.12144277
5.212,422.098614816,564.16942284,396.43169505,530.284780349,394.182587081
5.214,422.131627562,564.479472664,396.742566775,530.24980133,394.243984522
5.216,422.164934855,564.789925669,397.053816021,530.215135202,394.305635091
5.218,422.198536693,565.100781855,397.365442785,530.180781965,394.367538789
5.22,422.232433078,565.412041221,397.677447069,530.14674162,394.429695616
5.222,422.26662401,565.723703769,397.989828872,530.113014165,394.492105571
5.224,422.301109488,566.035769497,398.302588194,530.079599602,394.554768656
5.226,422.335889513,566.348238406,398.615725035,530.046497929,394.617684869
5.228,422.370964084,566.661110496,398.929239396,530.013709148,394.680854211
5.23,422.406333201,566.974385767,399.243131276,529.981233258,394.744276682
5.232,422.441996865,567.288064219,399.557400676,529.949070259,394.807952282
5.234,422.477955076,567.602145852,399.872047595,529.917220151,394.871881011
5.236,422.514207833,567.916630666,400.187072033,529.885682934,394.936062868
5.238,422.550755136,568.23151866,400.50247399,529.854458608,395.000497854
5.24,422.587596986,568.546809835,400.818253466,529.823547174,395.06518597
5.242,422.624733383,568.862504191,401.134410462,529.79294863,395.130127213
5.244,422.662164326,569.178601729,401.450944977,529.762662978,395.195321586
5.246,422.699889815,569.495102446,401.767857012,529.732690217,395.260769088
5.248,422.737909851,569.812006345,402.085146566,529.703030347,395.326469718
5.25,422.776224433,570.129313425,402.402813639,529.673683368,395.392423478
5.252,422.814833562,570.447023686,402.720858231,529.64464928,395.458630366
5.254,422.853737237,570.765137127,403.039280343,529.615928083,395.525090383
5.256,422.892935459,571.083653749,403.358079974,529.587519777,395.591803528
5.258,422.932428227,571.402573552,403.677257124,529.559424363,395.658769803
5.26,422.972215541,571.721896537,403.996811793,529.531641839,395.725989207
5.262,423.012297402,572.041622701,404.316743982,529.504172207,395.793461739
5.264,423.05267381,572.361752047,404.63705369,529.477015466,395.8611874
5.266,423.093344764,572.682284574,404.957740917,529.450171616,395.92916619
5.268,423.134310265,573.003220281,405.278805664,529.423640657,395.997398109
5.27,423.175570312,573.32455917,405.60024793,529.397422589,396.065883156
5.272,423.217124905,573.646301239,405.922067715,529.371517412,396.134621333
5.274,423.258974045,573.968446489,406.24426502,529.345925127,396.203612638
5.276,423.301117731,574.29099492,406.566839844,529.320645732,396.272857072
5.278,423.343555964,574.613946532,406.889792187,529.295679229,396.342354635
5.28,423.386288744,574.937301325,407.213122049,529.271025616,396.412105327
5.282,423.429316069,575.261059299,407.536829431,529.246684895,396.482109147
5.284,423.472637942,575.585220453,407.860914332,529.222657065,396.552366097
5.286,423.51625436,575.909784789,408.185376752,529.198942126,396.622876175
5.288,423.560165326,576.234752305,408.510216692,529.175540078,396.693639382
5.29,423.604370837,576.560123002,408.83543415,529.152450921,396.764655718
5.292,423.648870895,576.88589688,409.161029129,529.129674656,396.835925183
5.294,423.6936655,577.212073939,409.487001626,529.107211281,396.907447776
5.296,423.738754651,577.538654179,409.813351643,529.085060798,396.979223499
5.298,423.784138349,577.8656376,410.140079179,529.063223205,397.05125235
5.3,423.829816593,578.193024201,410.467184234,529.041698504,397.12353433
5.302,423.875789383,578.520813984,410.794666809,529.020486694,397.196069439
5.304,423.92205672,578.849006947,411.122526903,528.999587775,397.268857677
5.306,423.968618604,579.177603091,411.450764516,528.979001747,397.341899043
5.308,424.015475034,579.506602416,411.779379648,528.958728611,397.415193539
5.31,424.06262601,579.836004922,412.1083723,528.938768365,397.488741163
5.312,424.110071533,580.165810609,412.437742471,528.91912101,397.562541916
5.314,424.157811603,580.496019477,412.767490161,528.899786547,397.636595798
5.316,424.205846218,580.826631525,413.097615371,528.880764975,397.710902809
5.318,424.254175381,581.157646754,413.4281181,528.862056293,397.785462948
5.32,424.302799089,581.489065165,413.758998348,528.843660503,397.860276217
5.322,424.351717345,581.820886756,414.090256116,528.825577604,397.935342614
5.324,424.400930146,582.153111528,414.421891402,528.807807597,398.01066214
5.326,424.450437495,582.485739481,414.753904208,528.79035048,398.086234795
