w,all_sample,one_sample1,one_sample2,50_sample,100_sampe
3.044,559.526741968,465.173990324,281.454513325,752.203913214,476.485233646
3.046,559.240466339,465.046992081,281.35615414,751.82976023,476.272239433
3.048,558.954485256,464.920397018,281.258172474,751.455920137,476.059498349
3.05,558.668798719,464.794205136,281.160568328,751.082392934,475.847010394
3.052,558.383406729,464.668416435,281.063341701,750.709178623,475.634775567
3.054,558.098309285,464.543030915,280.966492593,750.336277203,475.42279387
3.056,557.813506388,464.418048576,280.870021005,749.963688674,475.211065301
3.058,557.528998038,464.293469417,280.773926935,749.591413036,474.999589861
3.06,557.244784234,464.16929344,280.678210386,749.21945029,474.78836755
3.062,556.960864976,464.045520643,280.582871355,748.847800434,474.577398368
3.064,556.677240265,463.922151028,280.487909844,748.47646347,474.366682314
3.066,556.3939101,463.799184593,280.393325852,748.105439396,474.15621939
3.068,556.110874482,463.676621339,280.299119379,747.734728214,473.946009594
3.07,555.82813341,463.554461266,280.205290426,747.364329923,473.736052927
3.072,555.545686884,463.432704373,280.111838992,746.994244523,473.526349389
3.074,555.263534906,463.311350662,280.018765077,746.624472014,473.31689898
3.076,554.981677473,463.190400132,279.926068681,746.255012396,473.107701699
3.078,554.700114587,463.069852782,279.833749805,745.88586567,472.898757548
3.08,554.418846248,462.949708613,279.741808448,745.517031834,472.690066525
3.082,554.137872455,462.829967625,279.65024461,745.14851089,472.481628631
3.084,553.857193208,462.710629818,279.559058292,744.780302836,472.273443866
3.086,553.576808508,462.591695192,279.468249493,744.412407674,472.06551223
3.088,553.296718355,462.473163747,279.377818213,744.044825403,471.857833722
3.09,553.016922748,462.355035483,279.287764453,743.677556023,471.650408344
3.092,552.737421687,462.237310399,279.198088211,743.310599534,471.443236094
3.094,552.458215173,462.119988496,279.108789489,742.943955936,471.236316973
3.096,552.179303205,462.003069775,279.019868287,742.57762523,471.029650981
3.098,551.900685784,461.886554234,278.931324603,742.211607414,470.823238117
3.1,551.622362909,461.770441874,278.843158439,741.84590249,470.617078383
3.102,551.344334581,461.654732695,278.755369795,741.480510457,470.411171777
3.104,551.066600799,461.539426696,278.667958669,741.115431314,470.205518301
3.106,550.789161564,461.424523879,278.580925063,740.750665063,470.000117953
3.108,550.512016875,461.310024243,278.494268976,740.386211703,469.794970733
3.11,550.235166732,461.195927787,278.407990408,740.022071234,469.590076643
3.112,549.958611137,461.082234512,278.32208936,739.658243657,469.385435682
3.114,549.682350087,460.968944418,278.236565831,739.29472897,469.181047849
3.116,549.406383584,460.856057505,278.151419821,738.931527174,468.976913145
3.118,549.130711628,460.743573773,278.066651331,738.56863827,468.77303157
3.12,548.855334218,460.631493222,277.98226036,738.206062257,468.569403124
3.122,548.580251354,460.519815852,277.898246908,737.843799134,468.366027807
3.124,548.305463037,460.408541662,277.814610975,737.481848903,468.162905618
3.126,548.030969266,460.297670653,277.731352562,737.120211563,467.960036559
3.128,547.756770042,460.187202826,277.648471668,736.758887115,467.757420628
3.13,547.482865365,460.077138179,277.565968293,736.397875557,467.555057826
3.132,547.209255233,459.967476713,277.483842438,736.03717689,467.352948153
3.134,546.935939649,459.858218428,277.402094102,735.676791115,467.151091608
3.136,546.66291861,459.749363323,277.320723285,735.31671823,466.949488193
3.138,546.390192119,459.6409114,277.239729988,734.956958237,466.748137906
3.14,546.117760173,459.532862657,277.159114209,734.597511135,466.547040748
3.142,545.845622774,459.425217096,277.07887595,734.238376924,466.346196719
3.144,545.573779922,459.317974715,276.999015211,733.879555604,466.145605819
3.146,545.302231616,459.211135515,276.91953199,733.521047175,465.945268048
3.148,545.030977857,459.104699496,276.840426289,733.162851637,465.745183405
3.15,544.760018644,458.998666658,276.761698107,732.80496899,465.545351892
3.152,544.489353977,458.893037001,276.683347445,732.447399235,465.345773507
3.154,544.218983857,458.787810524,276.605374302,732.090142371,465.146448251
3.156,543.948908284,458.682987229,276.527778678,731.733198397,464.947376124
3.158,543.679127257,458.578567114,276.450560573,731.376567315,464.748557125
3.16,543.409640776,458.47455018,276.373719988,731.020249124,464.549991256
3.162,543.140448842,458.370936427,276.297256922,730.664243824,464.351678515
3.164,542.871551454,458.267725855,276.221171375,730.308551415,464.153618903
3.166,542.602948613,458.164918464,276.145463348,729.953171897,463.95581242
3.168,542.334640319,458.062514254,276.070132839,729.598105271,463.758259066
3.17,542.06662657,457.960513225,275.99517985,729.243351535,463.560958841
3.172,541.798907369,457.858915376,275.920604381,728.888910691,463.363911744
3.174,541.531482713,457.757720708,275.846406431,728.534782738,463.167117777
3.176,541.264352604,457.656929222,275.772586,728.180967675,462.970576938
3.178,540.997517042,457.556540916,275.699143088,727.827465504,462.774289228
3.18,540.730976026,457.456555791,275.626077695,727.474276224,462.578254646
3.182,540.464729557,457.356973846,275.553389822,727.121399836,462.382473194
3.184,540.198777634,457.257795083,275.481079468,726.768836338,462.186944871
3.186,539.933120257,457.159019501,275.409146634,726.416585731,461.991669676
3.188,539.667757427,457.060647099,275.337591318,726.064648016,461.79664761
3.19,539.402689144,456.962677879,275.266413522,725.713023191,461.601878673
3.192,539.137915407,456.865111839,275.195613246,725.361711258,461.407362865
3.194,538.873436216,456.76794898,275.125190488,725.010712216,461.213100185
3.196,538.609251572,456.671189302,275.05514525,724.660026065,461.019090635
3.198,538.345361475,456.574832805,274.985477531,724.309652805,460.825334213
3.2,538.081765923,456.478879488,274.916187332,723.959592436,460.63183092
3.202,537.818464919,456.383329353,274.847274652,723.609844958,460.438580756
3.204,537.55545846,456.288182398,274.778739491,723.260410372,460.245583721
3.206,537.292746549,456.193438625,274.710581849,722.911288676,460.052839814
3.208,537.030329183,456.099098032,274.642801727,722.562479872,459.860349037
3.21,536.768206365,456.00516062,274.575399124,722.213983959,459.668111388
3.212,536.506378092,455.911626389,274.50837404,721.865800936,459.476126868
3.214,536.244844366,455.818495339,274.441726475,721.517930805,459.284395477
3.216,535.983605187,455.725767469,274.37545643,721.170373565,459.092917215
3.218,535.722660554,455.633442781,274.309563904,720.823129217,458.901692082
3.22,535.462010468,455.541521273,274.244048898,720.476197759,458.710720077
3.222,535.201654928,455.450002947,274.17891141,720.129579192,458.520001201
3.224,534.941593934,455.358887801,274.114151442,719.783273517,458.329535454
3.226,534.681827487,455.268175836,274.049768993,719.437280732,458.139322836
3.228,534.422355587,455.177867052,273.985764064,719.091600839,457.949363347
3.23,534.163178233,455.087961449,273.922136654,718.746233837,457.759656987
3.232,533.904295425,454.998459026,273.858886763,718.401179726,457.570203755
3.234,533.645707164,454.909359785,273.796014391,718.056438506,457.381003652
3.236,533.387413449,454.820663724,273.733519539,717.712010177,457.192056678
3.238,533.129414281,454.732370845,273.671402206,717.36789474,457.003362833
3.24,532.871709659,454.644481146,273.609662392,717.024092193,456.814922117
3.242,532.614299584,454.556994628,273.548300098,716.680602537,456.62673453
3.244,532.357184055,454.469911291,273.487315323,716.337425773,456.438800071
3.246,532.100363073,454.383231135,273.426708067,715.9945619,456.251118741
3.248,531.843836637,454.296954159,273.36647833,715.652010918,456.06369054
3.25,531.587604748,454.211080365,273.306626113,715.309772827,455.876515468
3.252,531.331667405,454.125609751,273.247151415,714.967847627,455.689593525
3.254,531.076024608,454.040542319,273.188054236,714.626235318,455.50292471
3.256,530.820676358,453.955878067,273.129334577,714.2849359,455.316509025
3.258,530.565622655,453.871616996,273.070992437,713.943949374,455.130346468
3.26,530.310863498,453.787759106,273.013027816,713.603275738,454.94443704
3.262,530.056398887,453.704304397,272.955440714,713.262914994,454.758780741
3.264,529.802228823,453.621252868,272.898231132,712.922867141,454.573377571
3.266,529.548353306,453.538604521,272.841399069,712.583132178,454.388227529
3.268,529.294772335,453.456359354,272.784944525,712.243710107,454.203330617
3.27,529.04148591,453.374517369,272.728867501,711.904600928,454.018686833
3.272,528.788494032,453.293078564,272.673167996,711.565804639,453.834296178
3.274,528.5357967,453.21204294,272.61784601,711.227321241,453.650158652
3.276,528.283393915,453.131410497,272.562901544,710.889150734,453.466274255
3.278,528.031285676,453.051181235,272.508334596,710.551293119,453.282642986
3.28,527.779471984,452.971355153,272.454145169,710.213748395,453.099264846
3.282,527.527952838,452.891932253,272.40033326,709.876516561,452.916139836
3.284,527.276728239,452.812912533,272.346898871,709.539597619,452.733267954
3.286,527.025798186,452.734295995,272.293842,709.202991568,452.550649201
3.288,526.775162679,452.656082637,272.24116265,708.866698408,452.368283576
3.29,526.524821719,452.57827246,272.188860818,708.53071814,452.186171081
3.292,526.274775306,452.500865464,272.136936506,708.195050762,452.004311714
3.294,526.025023439,452.423861648,272.085389713,707.859696275,451.822705476
3.296,525.775566118,452.347261014,272.03422044,707.52465468,451.641352367
3.298,525.526403344,452.271063561,271.983428685,707.189925976,451.460252387
3.3,525.277535117,452.195269288,271.93301445,706.855510162,451.279405536
3.302,525.028961436,452.119878196,271.882977735,706.52140724,451.098811813
3.304,524.780682301,452.044890286,271.833318538,706.187617209,450.91847122
3.306,524.532697713,451.970305556,271.784036861,705.854140069,450.738383755
3.308,524.285007671,451.896124006,271.735132703,705.520975821,450.558549419
3.31,524.037612176,451.822345638,271.686606064,705.188124463,450.378968212
3.312,523.790511227,451.748970451,271.638456945,704.855585996,450.199640133
3.314,523.543704825,451.675998444,271.590685345,704.523360421,450.020565184
3.316,523.297192969,451.603429619,271.543291265,704.191447737,449.841743363
3.318,523.05097566,451.531263974,271.496274703,703.859847943,449.663174671
3.32,522.805052897,451.45950151,271.449635661,703.528561041,449.484859108
3.322,522.559424681,451.388142227,271.403374138,703.19758703,449.306796674
3.324,522.314091011,451.317186125,271.357490135,702.86692591,449.128987369
3.326,522.069051887,451.246633204,271.31198365,702.536577682,448.951431192
3.328,521.82430731,451.176483464,271.266854685,702.206542344,448.774128145
3.33,521.57985728,451.106736904,271.22210324,701.876819897,448.597078226
3.332,521.335701796,451.037393526,271.177729313,701.547410342,448.420281436
3.334,521.091840858,450.968453328,271.133732906,701.218313678,448.243737775
3.336,520.848274467,450.899916311,271.090114019,700.889529904,448.067447242
3.338,520.605002622,450.831782475,271.04687265,700.561059022,447.891409839
3.34,520.362025324,450.76405182,271.004008801,700.232901031,447.715625564
3.342,520.119342573,450.696724346,270.961522471,699.905055931,447.540094418
3.344,519.876954367,450.629800052,270.91941366,699.577523723,447.364816401
3.346,519.634860709,450.56327894,270.877682369,699.250304405,447.189791513
3.348,519.393061596,450.497161008,270.836328597,698.923397978,447.015019754
3.35,519.151557031,450.431446257,270.795352344,698.596804443,446.840501123
3.352,518.910347011,450.366134688,270.754753611,698.270523799,446.666235621
3.354,518.669431538,450.301226299,270.714532396,697.944556045,446.492223249
3.356,518.428810612,450.236721091,270.674688702,697.618901183,446.318464004
3.358,518.188484232,450.172619063,270.635222526,697.293559212,446.144957889
3.36,517.948452399,450.108920217,270.59613387,696.968530133,445.971704903
3.362,517.708715112,450.045624551,270.557422733,696.643813944,445.798705045
3.364,517.469272371,449.982732067,270.519089115,696.319410646,445.625958317
3.366,517.230124177,449.920242763,270.481133016,695.99532024,445.453464717
3.368,516.99127053,449.85815664,270.443554437,695.671542724,445.281224246
3.37,516.752711429,449.796473698,270.406353377,695.3480781,445.109236903
3.372,516.514446874,449.735193937,270.369529837,695.024926367,444.93750269
3.374,516.276476866,449.674317357,270.333083816,694.702087525,444.766021606
3.376,516.038801404,449.613843957,270.297015314,694.379561574,444.59479365
3.378,515.801420489,449.553773739,270.261324331,694.057348514,444.423818823
3.38,515.56433412,449.494106701,270.226010867,693.735448345,444.253097125
3.382,515.327542298,449.434842845,270.191074923,693.413861067,444.082628556
3.384,515.091045022,449.375982169,270.156516499,693.092586681,443.912413115
3.386,514.854842293,449.317524674,270.122335593,692.771625185,443.742450804
3.388,514.61893411,449.25947036,270.088532207,692.450976581,443.572741621
3.39,514.383320474,449.201819226,270.05510634,692.130640868,443.403285567
3.392,514.148001384,449.144571274,270.022057992,691.810618046,443.234082642
3.394,513.912976841,449.087726502,269.989387164,691.490908115,443.065132846
3.396,513.678246844,449.031284912,269.957093855,691.171511075,442.896436178
3.398,513.443811393,448.975246502,269.925178065,690.852426926,442.72799264
3.4,513.209670489,448.919611273,269.893639794,690.533655669,442.55980223
3.402,512.975824132,448.864379225,269.862479043,690.215197302,442.391864949
3.404,512.742272321,448.809550358,269.831695811,689.897051827,442.224180797
3.406,512.509015056,448.755124672,269.801290099,689.579219242,442.056749774
3.408,512.276052338,448.701102166,269.771261905,689.261699549,441.889571879
3.41,512.043384166,448.647482842,269.741611231,688.944492747,441.722647114
3.412,511.811010541,448.594266698,269.712338076,688.627598836,441.555975477
3.414,511.578931462,448.541453735,269.683442441,688.311017816,441.389556969
3.416,511.34714693,448.489043954,269.654924325,687.994749688,441.22339159
3.418,511.115656944,448.437037353,269.626783728,687.67879445,441.05747934
3.42,510.884461505,448.385433932,269.59902065,687.363152104,440.891820218
3.422,510.653560612,448.334233693,269.571635092,687.047822648,440.726414226
3.424,510.422954266,448.283436635,269.544627053,686.732806084,440.561261362
3.426,510.192642466,448.233042757,269.517996533,686.418102411,440.396361627
3.428,509.962625213,448.183052061,269.491743533,686.103711629,440.231715021
3.43,509.732902506,448.133464545,269.465868052,685.789633738,440.067321544
3.432,509.503474345,448.08428021,269.44037009,685.475868738,439.903181195
3.434,509.274340731,448.035499056,269.415249647,685.162416629,439.739293975
3.436,509.045501664,447.987121083,269.390506724,684.849277412,439.575659885
3.438,508.816957143,447.939146291,269.36614132,684.536451085,439.412278923
3.44,508.588707168,447.891574679,269.342153435,684.22393765,439.24915109
3.442,508.36075174,447.844406249,269.31854307,683.911737105,439.086276385
3.444,508.133090859,447.797640999,269.295310224,683.599849452,438.92365481
3.446,507.905724523,447.75127893,269.272454897,683.28827469,438.761286363
3.448,507.678652735,447.705320042,269.249977089,682.977012819,438.599171045
3.45,507.451875493,447.659764335,269.227876801,682.666063839,438.437308856
3.452,507.225392797,447.614611809,269.206154032,682.355427751,438.275699796
3.454,506.999204648,447.569862464,269.184808782,682.045104553,438.114343865
3.456,506.773311045,447.525516299,269.163841052,681.735094247,437.953241063
3.458,506.547711988,447.481573316,269.143250841,681.425396831,437.792391389
3.46,506.322407479,447.438033513,269.123038149,681.116012307,437.631794844
3.462,506.097397515,447.394896891,269.103202977,680.806940674,437.471451428
3.464,505.872682098,447.35216345,269.083745323,680.498181932,437.311361141
3.466,505.648261228,447.30983319,269.06466519,680.189736081,437.151523983
3.468,505.424134904,447.267906111,269.045962575,679.881603121,436.991939953
3.47,505.200303126,447.226382213,269.02763748,679.573783052,436.832609053
3.472,504.976765895,447.185261496,269.009689904,679.266275875,436.673531281
3.474,504.753523211,447.144543959,268.992119847,678.959081588,436.514706638
3.476,504.530575073,447.104229603,268.974927309,678.652200193,436.356135124
3.478,504.307921481,447.064318429,268.958112291,678.345631689,436.197816738
3.48,504.085562436,447.024810435,268.941674792,678.039376075,436.039751482
3.482,503.863497937,446.985705622,268.925614813,677.733433353,435.881939354
3.484,503.641727985,446.947003989,268.909932352,677.427803522,435.724380355
3.486,503.42025258,446.908705538,268.894627411,677.122486583,435.567074485
3.488,503.19907172,446.870810268,268.87969999,676.817482534,435.410021744
3.49,502.978185408,446.833318178,268.865150087,676.512791376,435.253222132
3.492,502.757593641,446.79622927,268.850977704,676.20841311,435.096675648
3.494,502.537296421,446.759543542,268.83718284,675.904347735,434.940382294
3.496,502.317293748,446.723260995,268.823765496,675.60059525,434.784342068
3.498,502.097585621,446.687381629,268.81072567,675.297155657,434.628554971
3.5,501.878172041,446.651905444,268.798063364,674.994028955,434.473021003
3.502,501.659053007,446.616832439,268.785778578,674.691215144,434.317740163
3.504,501.440228519,446.582162616,268.77387131,674.388714224,434.162712453
3.506,501.221698578,446.547895973,268.762341562,674.086526196,434.007937871
3.508,501.003463184,446.514032512,268.751189333,673.784651058,433.853416418
3.51,500.785522336,446.480572231,268.740414624,673.483088812,433.699148094
3.512,500.567876034,446.447515131,268.730017433,673.181839456,433.545132899
3.514,500.350524279,446.414861212,268.719997762,672.880902992,433.391370833
3.516,500.13346707,446.382610474,268.710355611,672.580279419,433.237861895
3.518,499.916704408,446.350762916,268.701090978,672.279968737,433.084606086
3.52,499.700236293,446.31931854,268.692203865,671.979970946,432.931603407
3.522,499.484062723,446.288277344,268.683694272,671.680286046,432.778853856
3.524,499.268183701,446.25763933,268.675562197,671.380914038,432.626357433
3.526,499.052599224,446.227404496,268.667807642,671.08185492,432.47411414
3.528,498.837309294,446.197572843,268.660430606,670.783108693,432.322123975
3.53,498.622313911,446.168144371,268.653431089,670.484675358,432.17038694
3.532,498.407613074,446.13911908,268.646809092,670.186554914,432.018903033
3.534,498.193206784,446.110496969,268.640564614,669.888747361,431.867672255
3.536,497.97909504,446.08227804,268.634697655,669.591252699,431.716694606
3.538,497.765277843,446.054462291,268.629208216,669.294070928,431.565970085
3.54,497.551755192,446.027049724,268.624096295,668.997202048,431.415498694
3.542,497.338527087,446.000040337,268.619361895,668.700646059,431.265280431
3.544,497.125593529,445.973434131,268.615005013,668.404402962,431.115315297
3.546,496.912954517,445.947231106,268.611025651,668.108472755,430.965603292
3.548,496.700610052,445.921431262,268.607423808,667.81285544,430.816144416
3.55,496.488560134,445.896034598,268.604199484,667.517551016,430.666938668
3.552,496.276804762,445.871041116,268.601352679,667.222559483,430.51798605
3.554,496.065343936,445.846450814,268.598883394,666.927880841,430.36928656
3.556,495.854177657,445.822263694,268.596791628,666.63351509,430.220840199
3.558,495.643305924,445.798479754,268.595077382,666.33946223,430.072646967
3.56,495.432728738,445.775098995,268.593740655,666.045722261,429.924706864
3.562,495.222446098,445.752121417,268.592781447,665.752295184,429.777019889
3.564,495.012458005,445.72954702,268.592199758,665.459180997,429.629586044
3.566,494.802764458,445.707375803,268.591995589,665.166379702,429.482405327
3.568,494.593365457,445.685607768,268.592168938,664.873891298,429.335477739
3.57,494.384261003,445.664242913,268.592719808,664.581715785,429.18880328
3.572,494.175451096,445.643281239,268.593648196,664.289853163,429.04238195
3.574,493.966935735,445.622722747,268.594954104,663.998303432,428.896213748
3.576,493.758714921,445.602567435,268.596637531,663.707066592,428.750298676
3.578,493.550788652,445.582815304,268.598698477,663.416142643,428.604636732
3.58,493.343156931,445.563466353,268.601136943,663.125531586,428.459227917
3.582,493.135819756,445.544520584,268.603952928,662.835233419,428.314072231
3.584,492.928777127,445.525977996,268.607146432,662.545248144,428.169169674
3.586,492.722029045,445.507838588,268.610717455,662.25557576,428.024520245
3.588,492.515575509,445.490102361,268.614665998,661.966216267,427.880123946
3.59,492.30941652,445.472769315,268.61899206,661.677169665,427.735980775
3.592,492.103552078,445.45583945,268.623695642,661.388435954,427.592090733
3.594,491.897982181,445.439312766,268.628776742,661.100015134,427.44845382
3.596,491.692706832,445.423189263,268.634235362,660.811907206,427.305070036
3.598,491.487726028,445.407468941,268.640071501,660.524112168,427.16193938
3.6,491.283039771,445.392151799,268.64628516,660.236630022,427.019061854
3.602,491.078648061,445.377237839,268.652876338,659.949460766,426.876437456
3.604,490.874550897,445.362727059,268.659845035,659.662604402,426.734066187
3.606,490.67074828,445.34861946,268.667191251,659.376060929,426.591948047
3.608,490.467240209,445.334915042,268.674914987,659.089830347,426.450083036
3.61,490.264026684,445.321613805,268.683016242,658.803912656,426.308471153
3.612,490.061107706,445.308715749,268.691495016,658.518307856,426.1671124
3.614,489.858483275,445.296220874,268.70035131,658.233015948,426.026006775
3.616,489.65615339,445.284129179,268.709585123,657.94803693,425.885154279
3.618,489.454118051,445.272440665,268.719196455,657.663370804,425.744554912
3.62,489.252377259,445.261155333,268.729185306,657.379017569,425.604208673
3.622,489.050931013,445.250273181,268.739551677,657.094977224,425.464115564
3.624,488.849779314,445.23979421,268.750295567,656.811249771,425.324275583
3.626,488.648922161,445.22971842,268.761416976,656.527835209,425.184688731
3.628,488.448359555,445.220045811,268.772915905,656.244733538,425.045355008
3.63,488.248091496,445.210776382,268.784792353,655.961944759,424.906274414
3.632,488.048117982,445.201910135,268.79704632,655.67946887,424.767446949
3.634,487.848439015,445.193447068,268.809677806,655.397305873,424.628872613
3.636,487.649054595,445.185387182,268.822686812,655.115455766,424.490551405
3.638,487.449964721,445.177730478,268.836073337,654.833918551,424.352483326
3.64,487.251169394,445.170476954,268.849837381,654.552694227,424.214668376
3.642,487.052668613,445.16362661,268.863978945,654.271782794,424.077106555
3.644,486.854462378,445.157179448,268.878498028,653.991184252,423.939797863
3.646,486.65655069,445.151135467,268.89339463,653.710898601,423.802742299
3.648,486.458933549,445.145494666,268.908668752,653.430925841,423.665939865
3.65,486.261610954,445.140257047,268.924320393,653.151265972,423.529390559
3.652,486.064582905,445.135422608,268.940349553,652.871918995,423.393094382
3.654,485.867849403,445.13099135,268.956756232,652.592884908,423.257051334
3.656,485.671410448,445.126963273,268.973540431,652.314163713,423.121261414
3.658,485.475266038,445.123338377,268.990702149,652.035755409,422.985724624
3.66,485.279416176,445.120116662,269.008241386,651.757659996,422.850440962
3.662,485.08386086,445.117298127,269.026158142,651.479877474,422.715410429
3.664,484.88860009,445.114882774,269.044452418,651.202407843,422.580633025
3.666,484.693633867,445.112870601,269.063124213,650.925251103,422.44610875
3.668,484.49896219,445.111261609,269.082173528,650.648407255,422.311837604
3.67,484.304585059,445.110055799,269.101600361,650.371876297,422.177819586
3.672,484.110502476,445.109253169,269.121404714,650.095658231,422.044054698
3.674,483.916714438,445.108853719,269.141586587,649.819753056,421.910542938
3.676,483.723220947,445.108857451,269.162145978,649.544160771,421.777284307
3.678,483.530022003,445.109264364,269.183082889,649.268881378,421.644278804
3.68,483.337117605,445.110074457,269.204397319,648.993914876,421.511526431
3.682,483.144507753,445.111287732,269.226089269,648.719261266,421.379027187
3.684,482.952192448,445.112904187,269.248158737,648.444920546,421.246781071
3.686,482.76017169,445.114923823,269.270605725,648.170892717,421.114788084
3.688,482.568445478,445.11734664,269.293430233,647.89717778,420.983048226
3.69,482.377013812,445.120172638,269.316632259,647.623775733,420.851561497
3.692,482.185876693,445.123401817,269.340211805,647.350686578,420.720327896
3.694,481.99503412,445.127034176,269.36416887,647.077910314,420.589347425
3.696,481.804486094,445.131069717,269.388503455,646.805446941,420.458620082
3.698,481.614232614,445.135508438,269.413215558,646.533296459,420.328145868
3.7,481.424273681,445.14035034,269.438305181,646.261458868,420.197924783
3.702,481.234609294,445.145595424,269.463772324,645.989934168,420.067956827
3.704,481.045239454,445.151243687,269.489616985,645.71872236,419.938242
3.706,480.85616416,445.157295132,269.515839166,645.447823442,419.808780301
3.708,480.667383413,445.163749758,269.542438867,645.177237416,419.679571731
3.71,480.478897212,445.170607565,269.569416086,644.906964281,419.550616291
3.712,480.290705558,445.177868552,269.596770825,644.637004037,419.421913979
3.714,480.10280845,445.185532721,269.624503083,644.367356684,419.293464795
3.716,479.915205888,445.19360007,269.65261286,644.098022222,419.165268741
3.718,479.727897873,445.2020706,269.681100157,643.829000651,419.037325815
3.72,479.540884405,445.210944311,269.709964973,643.560291971,418.909636019
3.722,479.354165482,445.220221203,269.739207308,643.291896183,418.782199351
3.724,479.167741107,445.229901275,269.768827163,643.023813285,418.655015812
3.726,478.981611278,445.239984529,269.798824536,642.756043279,418.528085401
3.728,478.795775995,445.250470964,269.82919943,642.488586163,418.40140812
3.73,478.610235259,445.261360579,269.859951842,642.221441939,418.274983967
3.732,478.424989069,445.272653375,269.891081774,641.954610606,418.148812944
3.734,478.240037426,445.284349352,269.922589225,641.688092164,418.022895049
3.736,478.055380329,445.29644851,269.954474195,641.421886614,417.897230283
3.738,477.871017779,445.308950849,269.986736684,641.155993954,417.771818646
3.74,477.686949775,445.321856369,270.019376693,640.890414185,417.646660137
3.742,477.503176318,445.335165069,270.052394221,640.625147308,417.521754758
3.744,477.319697407,445.348876951,270.085789269,640.360193321,417.397102507
3.746,477.136513043,445.362992013,270.119561836,640.095552226,417.272703385
3.748,476.953623225,445.377510256,270.153711922,639.831224022,417.148557392
3.75,476.771027953,445.39243168,270.188239527,639.567208709,417.024664528
3.752,476.588727228,445.407756285,270.223144652,639.303506287,416.901024792
3.754,476.40672105,445.423484071,270.258427295,639.040116756,416.777638186
3.756,476.225009418,445.439615038,270.294087459,638.777040117,416.654504708
3.758,476.043592332,445.456149186,270.330125141,638.514276368,416.531624359
3.76,475.862469793,445.473086514,270.366540343,638.251825511,416.408997139
3.762,475.6816418,445.490427023,270.403333064,637.989687544,416.286623047
3.764,475.501108354,445.508170714,270.440503304,637.727862469,416.164502085
3.766,475.320869454,445.526317585,270.478051064,637.466350285,416.042634251
3.768,475.140925101,445.544867637,270.515976343,637.205150992,415.921019547
3.77,474.961275294,445.563820869,270.554279141,636.94426459,415.799657971
3.772,474.781920034,445.583177283,270.592959458,636.683691079,415.678549524
3.774,474.60285932,445.602936878,270.632017295,636.423430459,415.557694205
3.776,474.424093153,445.623099653,270.671452651,636.163482731,415.437092016
3.778,474.245621532,445.643665609,270.711265527,635.903847893,415.316742955
3.78,474.067444458,445.664634747,270.751455921,635.644525947,415.196647023
3.782,473.88956193,445.686007065,270.792023835,635.385516892,415.076804221
3.784,473.711973948,445.707782564,270.832969268,635.126820728,414.957214546
3.786,473.534680514,445.729961244,270.874292221,634.868437455,414.837878001
3.788,473.357681625,445.752543104,270.915992693,634.610367073,414.718794585
3.79,473.180977283,445.775528146,270.958070684,634.352609582,414.599964297
3.792,473.004567487,445.798916368,271.000526194,634.095164982,414.481387138
3.794,472.828452238,445.822707772,271.043359224,633.838033274,414.363063108
3.796,472.652631536,445.846902356,271.086569773,633.581214456,414.244992207
3.798,472.47710538,445.871500121,271.130157841,633.32470853,414.127174435
3.8,472.30187377,445.896501067,271.174123429,633.068515495,414.009609791
3.802,472.126936707,445.921905194,271.218466536,632.812635351,413.892298277
3.804,471.95229419,445.947712501,271.263187162,632.557068098,413.775239891
3.806,471.77794622,445.97392299,271.308285307,632.301813736,413.658434634
3.808,471.603892796,446.000536659,271.353760972,632.046872265,413.541882506
3.81,471.430133919,446.02755351,271.399614156,631.792243685,413.425583506
3.812,471.256669588,446.054973541,271.445844859,631.537927997,413.309537636
3.814,471.083499803,446.082796753,271.492453082,631.283925199,413.193744894
3.816,470.910624566,446.111023146,271.539438824,631.030235293,413.078205282
3.818,470.738043874,446.13965272,271.586802085,630.776858278,412.962918798
3.82,470.565757729,446.168685474,271.634542865,630.523794154,412.847885442
3.822,470.393766131,446.19812141,271.682661165,630.271042921,412.733105216
3.824,470.222069079,446.227960526,271.731156984,630.018604579,412.618578119
3.826,470.050666573,446.258202824,271.780030322,629.766479128,412.50430415
3.828,469.879558614,446.288848302,271.82928118,629.514666568,412.39028331
3.83,469.708745202,446.319896961,271.878909557,629.2631669,412.276515599
3.832,469.538226335,446.351348801,271.928915453,629.011980123,412.163001017
3.834,469.368002016,446.383203822,271.979298869,628.761106236,412.049739564
3.836,469.198072243,446.415462023,272.030059804,628.510545241,411.936731239
3.838,469.028437016,446.448123406,272.081198258,628.260297137,411.823976043
3.84,468.859096336,446.481187969,272.132714231,628.010361924,411.711473977
3.842,468.690050202,446.514655714,272.184607724,627.760739602,411.599225039
3.844,468.521298615,446.548526639,272.236878736,627.511430171,411.487229229
3.846,468.352841574,446.582800745,272.289527267,627.262433632,411.375486549
3.848,468.184679079,446.617478032,272.342553317,627.013749983,411.263996998
3.85,468.016811132,446.652558499,272.395956887,626.765379226,411.152760575
3.852,467.84923773,446.688042148,272.449737976,626.517321359,411.041777281
3.854,467.681958875,446.723928978,272.503896585,626.269576384,410.931047116
3.856,467.514974567,446.760218988,272.558432712,626.0221443,410.82057008
3.858,467.348284805,446.796912179,272.613346359,625.775025107,410.710346172
3.86,467.181889589,446.834008552,272.668637526,625.528218805,410.600375394
3.862,467.01578892,446.871508105,272.724306211,625.281725395,410.490657744
